text,tfidf_tags,zero_shot_tags,combined_tags
"What are those little blue underlines in Kaggle Notebooks? | Kaggle What are those little blue underlines in Kaggle Notebooks? You may have noticed some little blue underlines in the code of Kaggle Notebooks. In this video Kaggle friend and Data Scientist Rachael tells you what those are--and how they can help you in your data science work! SUBSCRIBE: https://www.youtube.com/c/kaggle?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle https://www.youtube.com/c/kaggle","['underlines', 'blue', 'kaggle', 'little', 'notebooks']","['comedy', 'data science', 'unboxing']","['kaggle', 'blue', 'comedy', 'little', 'notebooks', 'underlines', 'unboxing', 'data science']"
"Imputation Strategy (Japanese Language) | Yuji Hiramatsu (Maxwell) | Kaggle Days Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['tutorial', 'review', 'artificial intelligence']","['kaggle', 'days', 'ai', 'tutorial', 'artificial intelligence', 'review', 'tokyo', 'logicai']"
"A Deepdive into AutoML Tables | Tin-Yun Ho & Da Huang | Kaggle Days Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['tutorial', 'deep learning', 'review']","['kaggle', 'days', 'ai', 'deep learning', 'tutorial', 'review', 'tokyo', 'logicai']"
"How to encode categorical features for GBDT | Ryuji Sakata | Kaggle Days Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['tutorial', 'review', 'tech']","['kaggle', 'days', 'ai', 'tutorial', 'review', 'tokyo', 'tech', 'logicai']"
"LANL Earthquake Prediction | Hideki Murata (currypurin) | Kaggle Days Japanese language. Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['tutorial', 'review', 'tech']","['kaggle', 'days', 'ai', 'tutorial', 'review', 'tokyo', 'tech', 'logicai']"
"Essential techniques for tabular competition | Kazuki Onodera | Kaggle Days Japanese language video. Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['tutorial', 'review', 'artificial intelligence']","['kaggle', 'days', 'ai', 'tutorial', 'artificial intelligence', 'review', 'tokyo', 'logicai']"
"Intro to BigQuery ML for Kagglers | Polong Lin | Kaggle Days Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['artificial intelligence', 'tutorial', 'machine learning']","['kaggle', 'days', 'ai', 'artificial intelligence', 'tutorial', 'machine learning', 'tokyo', 'logicai']"
"How to succeed in code (kernel) competitions | Dmitry Gordeev | Kaggle Days Content note: The presenter references 'Kaggle Kernels' which have recently been renamed to 'Notebooks'. Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['data science', 'tech', 'review']","['tech', 'kaggle', 'days', 'ai', 'review', 'tokyo', 'data science', 'logicai']"
"Leveling-up Kaggle Competitions | Kaggle CTO Ben Hamner | Kaggle Days Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['artificial intelligence', 'tutorial', 'deep learning']","['kaggle', 'days', 'ai', 'deep learning', 'artificial intelligence', 'tutorial', 'tokyo', 'logicai']"
"Kuzushiji Reconnition Competition | Tarin Clanuwat | Kaggle Days Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'tokyo', 'ai']","['tutorial', 'review', 'tech']","['kaggle', 'days', 'ai', 'tutorial', 'review', 'tokyo', 'tech', 'logicai']"
"Kaggle Days Tokyo: Highlights | Kaggle Days Kaggle Days Tokyo took place on December 11-12, 2019 at Mori Tower, Roppongi Hills, Tokyo. This was the 6th edition of our signature two-day event featuring Master and Grandmaster speakers, and a live, all-day Kaggle Competition. Visit the ""Kaggle Days Tokyo"" Playlist for specific sessions from this event. This edition was sponsored by Google Cloud (GCP), Data Science Dojo, and DeNA. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'tokyo', 'logicai', 'kaggle', 'event']","['tutorial', 'data science', 'tech']","['tech', 'kaggle', 'days', 'tutorial', 'event', 'tokyo', 'data science', 'logicai']"
"Kaggle Pixel Pro - Building Your Own AI Camera | Pavel Ostyakov | Kaggle Days Kaggle Days China edition was held on October 19-20 at Damei Center, Beijing. More than 400 data scientists and enthusiasts gathered to learn, make friends, and compete in a full-day offline competition. Kaggle Days is produced by LogicAI and Kaggle. About LogicAI: LogicAI is a boutique Data Science consultancy company owned by Kaggle fans and Grandmasters. As a global company, they do custom end-to-end AI and Data Science development projects as well as trainings for C-level management and tech teams. Want help with your AI projects or want to work with LogicAI to create AI strategies? Simply apply at logicai.io! Follow LogicAI online: Visit the WEBSITE: https://logicai.io/ Like LogicAI on FACEBOOK: https://www.facebook.com/LogicAI-1471... Check out our BLOG: https://logicai.io/blog/ Connect with us on LINKEDIN: https://www.linkedin.com/company/logi... Follow Kaggle Days online: Visit the WEBSITE: https://kaggledays.com/ Like Kaggle Days on FACEBOOK: https://www.facebook.com/KaggleDays/ Follow Kaggle Days on TWITTER: https://twitter.com/Kaggle_Days Connect with Kaggle Days on LINKEDIN: https://www.linkedin.com/company/kagg...","['days', 'logicai', 'kaggle', 'ai', 'pixel']","['tech', 'data science', 'artificial intelligence']","['kaggle', 'days', 'ai', 'pixel', 'artificial intelligence', 'data science', 'tech', 'logicai']"
